title,revenue,release,prod_budget,genre,company
Predator 2,2,11,2,Science Fiction,Twentieth Century Fox Film Corporation
Untraceable,1,1,1,Drama,Lakeshore Entertainment
Blast from the Past,1,2,2,Comedy,New Line Cinema
Flash Gordon,1,9,3,Science Fiction,Dino De Laurentiis Company
Jersey Girl,1,3,1,Comedy,Miramax Films
Alex Cross,1,10,1,Action,Summit Entertainment
Midnight in the Garden of Good and Evil,1,11,2,Crime,Warner Bros.
Heist,1,11,1,Crime,Emmett/Furla Films
Nanny McPhee and the Big Bang,2,3,1,Comedy,Universal Pictures
Hoffa,0,12,2,Crime,Jersey Films
The X Files: I Want to Believe,1,7,1,Drama,Twentieth Century Fox Film Corporation
Ella Enchanted,1,4,1,Family,World 2000 Entertainment
Concussion,1,11,1,Drama,Columbia Pictures
Abduction,1,9,1,Thriller,Lions Gate Films
Valiant,1,3,1,Animation,Vanguard Films
Wonder Boys,0,2,1,Comedy,Paramount Pictures
Superhero Movie,1,3,1,Action,Dimension Films
Broken City,1,1,2,Thriller,Regency Enterprises
Cursed,1,2,1,Horror,Craven-Maddalena Films
Premium Rush,1,8,1,Crime,Pariah Entertainment Group
Hot Pursuit,1,5,1,Action,New Line Cinema
The Four Feathers,1,9,1,War,Paramount Pictures
Parker,1,1,1,Action,SND
Wimbledon,1,9,1,Comedy,Universal Pictures
Furry Vengeance,1,4,1,Comedy,Summit Entertainment
Bait,0,9,1,Action,Pictures in Paradise
Krull,1,7,2,Fantasy,Columbia Pictures Corporation
Lions for Lambs,1,10,1,Action,Cruise/Wagner Productions
Flight of the Intruder,0,1,2,Action,Paramount Pictures
Walk Hard: The Dewey Cox Story,1,12,1,Comedy,Columbia Pictures Corporation
The Shipping News,0,12,0,Drama,Miramax Films
American Outlaws,1,8,1,Action,Morgan Creek Productions
The Young Victoria,1,3,1,Drama,GK Films
Whiteout,1,9,1,Action,StudioCanal
The Tree of Life,1,5,1,Drama,Fox Searchlight Pictures
Knock Off,0,9,1,Action,TriStar Pictures
Sabotage,1,3,1,Action,Open Road Films
The Order,1,9,1,Drama,Twentieth Century Fox Film Corporation
Punisher: War Zone,1,12,1,Action,Lionsgate
Zoom,1,8,1,Family,Columbia Pictures
The Walk,1,9,1,Adventure,TriStar Pictures
Warriors of Virtue,0,5,0,Fantasy,China Film Co-Production Corporation
A Good Year,1,9,1,Comedy,Fox 2000 Pictures
Radio Flyer,1,2,2,Drama,Columbia Pictures
Bound by Honor,0,2,2,Action,Hollywood Pictures
Smilla's Sense of Snow,0,2,2,Action,Fox Searchlight Pictures
Femme Fatale,1,11,1,Thriller,Epsilon Motion Pictures
Lion of the Desert,0,4,2,Action,Falcon International Productions
The Horseman on the Roof,1,9,2,War,France 2 Cinéma
Ride with the Devil,1,11,2,Drama,Universal Pictures
Biutiful,1,10,0,Drama,Ikiru Films
Bandidas,1,1,1,Action,Ultra Films
Black Water Transit,0,5,0,Drama,Capitol Films
The Maze Runner,4,9,1,Action,Ingenious Media
Unfinished Business,1,3,1,Comedy,Studio Babelsberg
The Age of Innocence,1,9,2,Drama,Columbia Pictures
The Fountain,1,9,1,Drama,Regency Enterprises
Chill Factor,1,9,3,Action,Warner Bros.
Stolen,1,5,1,Action,Saturn Films
Ponyo,3,7,1,Animation,Studio Ghibli
The Longest Ride,1,4,1,Drama,Fox 2000 Pictures
The Astronaut's Wife,1,8,3,Drama,New Line Cinema
I Dreamed of Africa,0,5,1,Romance,Columbia Pictures
Playing for Keeps,0,11,1,Comedy,Evil Twins
Mandela: Long Walk to Freedom,1,12,1,Drama,Distant Horizons
Reds,2,12,2,Drama,Barclays Mercantile Industrial Finance
A Few Good Men,5,12,2,Drama,David Brown Productions
Exit Wounds,2,3,2,Action,Village Roadshow Pictures
Big Momma's House,3,5,1,Crime,Twentieth Century Fox Film Corporation
Thunder and the House of Magic,0,12,1,Family,StudioCanal
The Darkest Hour,1,12,1,Horror,Summit Entertainment
Step Up Revolution,2,7,1,Music,Summit Entertainment
Snakes on a Plane,1,8,1,Action,New Line Cinema
The Watcher,0,9,1,Mystery,Universal Pictures
The Punisher,1,4,1,Action,Lions Gate Films
Goal!: The Dream Begins,1,6,1,Drama,Touchstone Pictures
Safe,1,4,1,Action,Lawrence Bender Productions
Pushing Tin,0,4,1,Comedy,Regency Enterprises
Return of the Jedi,11,5,2,Adventure,Lucasfilm
Doomsday,1,3,1,Action,Rogue Pictures
The Reader,2,12,1,Drama,Studio Babelsberg
Wanderlust,1,2,1,Comedy,Relativity Media
Elf,3,10,1,Comedy,New Line Cinema
Phenomenon,3,7,1,Drama,Touchstone Pictures
Snow Dogs,0,1,1,Adventure,Walt Disney Pictures
Scrooged,2,11,0,Fantasy,Paramount Pictures
Nacho Libre,1,6,1,Comedy,Paramount Pictures
Bridesmaids,4,4,1,Comedy,Universal Pictures
This Is the End,2,6,1,Action,Columbia Pictures
Stigmata,1,9,1,Horror,FGM Entertainment
Men of Honor,1,9,1,Drama,Fox 2000 Pictures
Takers,1,8,1,Action,Rainforest Films
The Big Wedding,1,4,1,Comedy,Millenium Films
"Big Mommas: Like Father, Like Son",1,2,1,Crime,Twentieth Century Fox Film Corporation
Source Code,2,3,1,Thriller,The Mark Gordon Company
Alive,1,1,2,Action,Paramount Pictures
The Number 23,1,2,1,Thriller,New Line Cinema
The Young and Prodigious T.S. Spivet,1,10,1,Adventure,Epithète Films
1941,2,12,3,Action,Columbia Pictures
Dreamer: Inspired By a True Story,0,9,0,Drama,DreamWorks SKG
A History of Violence,1,9,1,Drama,New Line Cinema
Transporter 2,2,8,1,Action,Canal Plus
The Quick and the Dead,1,2,2,Action,TriStar Pictures
Laws of Attraction,1,4,1,Action,New Line Cinema
Bringing Out the Dead,0,10,1,Drama,Paramount Pictures
Repo Men,1,3,1,Action,Universal Pictures
Dragon Wars: D-War,1,2,2,Fantasy,Younggu-Art Movies
Bogus,0,9,1,Fantasy,Regency Enterprises
The Incredible Burt Wonderstone,1,3,1,Comedy,New Line Cinema
Cats Don't Dance,1,3,1,Animation,Warner Bros. Pictures
Cradle Will Rock,0,12,0,Drama,Touchstone Pictures
The Good German,1,12,1,War,Warner Bros.
George and the Dragon,0,3,1,Adventure,Carousel Picture Company
Apocalypse Now,4,8,3,Drama,United Artists
Going the Distance,1,9,1,Comedy,New Line Cinema
Mr. Holland's Opus,2,12,0,Music,Hollywood Pictures
Criminal,1,4,1,Action,Lionsgate
Out of Africa,3,12,2,Drama,Universal Pictures
Flight,2,11,1,Drama,Paramount Pictures
Moonraker,8,6,3,Action,United Artists
The Grand Budapest Hotel,2,2,1,Comedy,Fox Searchlight Pictures
Hearts in Atlantis,1,9,1,Drama,Castle Rock Entertainment
Arachnophobia,1,8,2,Comedy,Amblin Entertainment
Frequency,1,4,1,Crime,New Line Cinema
Vacation,2,7,1,Comedy,New Line Cinema
Get Shorty,2,10,1,Comedy,Jersey Films
Chicago,5,12,2,Action,Miramax Films
Big Daddy,4,6,2,Comedy,Columbia Pictures
American Pie 2,4,8,1,Comedy,Universal Pictures
Toy Story,6,10,1,Animation,Pixar Animation Studios
Speed,6,6,1,Action,Twentieth Century Fox Film Corporation
The Vow,3,2,1,Drama,Spyglass Entertainment
Extraordinary Measures,1,1,1,Drama,Double Feature Films
Remember the Titans,2,9,1,Drama,Walt Disney Pictures
The Hunt for Red October,4,3,2,Action,Paramount Pictures
The Butler,2,8,1,Drama,Laura Ziskin Productions
DodgeBall: A True Underdog Story,3,6,1,Comedy,Twentieth Century Fox Film Corporation
The Addams Family,4,11,2,Horror,Paramount Pictures
Ace Ventura: When Nature Calls,4,11,1,Crime,O Entertainment
The Princess Diaries,3,8,2,Comedy,Walt Disney Pictures
The First Wives Club,2,9,1,Comedy,Scott Rudin Productions
Se7en,6,9,2,Crime,New Line Cinema
District 9,3,8,1,Science Fiction,WingNut Films
The SpongeBob SquarePants Movie,2,11,1,Animation,Paramount Pictures
Mystic River,3,10,1,Thriller,Village Roadshow Pictures
Million Dollar Baby,3,12,1,Drama,Lakeshore Entertainment
Analyze This,3,3,3,Comedy,Spring Creek Productions
The Notebook,2,6,1,Romance,New Line Cinema
27 Dresses,2,1,1,Comedy,Spyglass Entertainment
Hannah Montana: The Movie,2,4,1,Comedy,Walt Disney Pictures
Rugrats in Paris: The Movie,1,9,1,Adventure,Paramount Pictures
The Prince of Tides,2,12,2,Drama,Columbia Pictures
Legends of the Fall,3,12,1,Adventure,Bedford Falls Productions
Up in the Air,2,9,1,Drama,Paramount Pictures
About Schmidt,2,12,1,Drama,New Line Cinema
Warm Bodies,2,1,1,Horror,Summit Entertainment
Looper,1,9,1,Action,Endgame Entertainment
Down to Earth,0,2,0,Fantasy,Paramount Pictures
Babe,5,7,1,Fantasy,Universal Pictures
Hope Springs,2,8,1,Drama,Columbia Pictures
Forgetting Sarah Marshall,2,4,1,Comedy,Universal Pictures
Four Brothers,2,8,2,Action,Paramount Pictures
Baby Mama,1,4,1,Comedy,Relativity Media
Hope Floats,0,5,0,Drama,Twentieth Century Fox Film Corporation
Bride Wars,2,1,1,Comedy,Dune Entertainment
Without a Paddle,1,8,1,Action,Paramount Pictures
13 Going on 30,2,4,1,Comedy,Columbia Pictures
Midnight in Paris,2,5,1,Fantasy,Gravier Productions
The Nut Job,0,1,0,Animation,Open Road Films
Blow,2,4,2,Crime,New Line Cinema
Message in a Bottle,2,2,3,Romance,Bel Air Entertainment
Star Trek V: The Final Frontier,2,6,2,Science Fiction,Paramount Pictures
Like Mike,0,7,1,Comedy,Twentieth Century Fox Film Corporation
The Naked Gun 33⅓: The Final Insult,1,3,1,Comedy,Paramount Pictures
A View to a Kill,4,5,2,Adventure,Eon Productions
The Curse of the Were-Rabbit,3,9,1,Adventure,Aardman Animations
P.S. I Love You,2,11,1,Drama,Wendy Finerman Productions
Racing Stripes,2,1,1,Comedy,Alcon Entertainment
Atonement,2,8,1,Drama,Universal Pictures
Letters to Juliet,0,5,1,Comedy,Summit Entertainment
Black Rain,1,9,2,Action,Paramount Pictures
The Three Stooges,1,4,1,Comedy,Wessler Entertainment
Corpse Bride,2,9,2,Romance,Tim Burton Animation Company
Glory Road,1,1,0,Drama,Walt Disney Pictures
Sicario,1,9,1,Action,Lionsgate
Southpaw,1,6,1,Action,Escape Artists
Drag Me to Hell,2,3,1,Horror,Universal Pictures
The Age of Adaline,1,4,1,Fantasy,Lakeshore Entertainment
Secondhand Lions,0,9,0,Comedy,New Line Cinema
Step Up 3D,2,8,1,Drama,Summit Entertainment
Blue Crush,1,8,1,Adventure,Imagine Entertainment
Stranger Than Fiction,1,9,1,Comedy,Mandate Pictures
30 Days of Night,1,10,1,Horror,Columbia Pictures
The Cabin in the Woods,1,4,1,Horror,Lionsgate
Meet the Spartans,1,1,1,Comedy,Regency Enterprises
Midnight Run,1,7,2,Adventure,Universal Pictures
The Running Man,1,11,2,Action,Keith Barish Productions
Little Shop of Horrors,1,12,2,Horror,The Geffen Company
Hanna,1,4,1,Action,Focus Features
Mortal Kombat: Annihilation,1,11,1,Action,New Line Cinema
Larry Crowne,1,6,1,Comedy,Universal Pictures
Carrie,1,10,1,Drama,Screen Gems
Take the Lead,1,3,1,Music,New Line Cinema
Gridiron Gang,1,9,1,Action,Columbia Pictures
What's the Worst That Could Happen?,0,5,2,Action,Metro-Goldwyn-Mayer (MGM)
9,1,8,1,Action,Focus Films
Side Effects,1,2,1,Thriller,Di Bonaventura Pictures
The Prince & Me,0,3,0,Comedy,Paramount Pictures
Winnie the Pooh,1,4,1,Animation,Walt Disney Pictures
Dumb and Dumberer: When Harry Met Lloyd,1,6,1,Comedy,New Line Cinema
Bulworth,1,5,1,Comedy,Twentieth Century Fox Film Corporation
Get on Up,1,8,0,Drama,Universal Studios
One True Thing,0,9,0,Drama,Universal Pictures
Virtuosity,1,8,1,Action,Paramount Pictures
My Super Ex-Girlfriend,1,6,0,Fantasy,Regency Enterprises
Deliver Us from Evil,0,7,1,Thriller,Jerry Bruckheimer Films
Sanctum,2,2,1,Action,Universal Pictures
Little Black Book,1,8,1,Comedy,Revolution Studios
The Five-Year Engagement,1,4,1,Comedy,Universal Pictures
Mr. 3000,1,6,1,Comedy,Touchstone Pictures
The Next Three Days,1,11,1,Romance,Lionsgate
Ultraviolet,1,3,1,Science Fiction,Screen Gems
Assault on Precinct 13,1,1,1,Thriller,Rogue Pictures
The Replacement Killers,1,2,1,Action,Columbia Pictures Corporation
Fled,1,7,1,Action,Metro-Goldwyn-Mayer (MGM)
Eight Legged Freaks,0,7,0,Action,Village Roadshow Pictures
Love & Other Drugs,2,11,1,Drama,Bedford Falls Productions
88 Minutes,1,2,1,Crime,TriStar Pictures
North Country,1,2,1,Drama,Warner Bros.
The Whole Ten Yards,1,4,2,Comedy,Cheyenne Enterprises
Splice,0,10,1,Horror,Gaumont
Howard the Duck,1,8,2,Comedy,Lucasfilm
Pride and Glory,1,9,1,Thriller,New Line Cinema
The Cave,1,8,1,Action,Lakeshore Entertainment
Alex & Emma,1,6,1,Comedy,Epsilon Motion Pictures
Wicker Park,1,9,1,Drama,Lakeshore Entertainment
Fright Night,1,8,1,Horror,Touchstone Pictures
The New World,1,12,1,Drama,New Line Cinema
Wing Commander,0,3,1,Action,"Carousel Picture Company, The"
In Dreams,0,1,0,Drama,DreamWorks SKG
Dragonball Evolution,0,4,3,Action,Ingenious Film Partners
The Last Stand,0,1,1,Action,Di Bonaventura Pictures
Godsend,1,4,1,Drama,Lions Gate Films
Chasing Liberty,1,1,1,Comedy,Alcon Entertainment
Hoodwinked Too! Hood VS. Evil,1,4,1,Comedy,HW Two
An Unfinished Life,1,9,1,Drama,Miramax Films
The Imaginarium of Doctor Parnassus,1,10,1,Adventure,Infinity Features Entertainment
Barney's Version,1,10,1,Comedy,Serendipity Point Films
Runner Runner,1,9,1,Crime,Double Feature Films
Antitrust,1,1,1,Action,Industry Entertainment
Glory,1,12,1,War,TriStar Pictures
Once Upon a Time in America,0,2,2,Drama,Warner Bros.
Dead Man Down,1,3,0,Thriller,Original Film
The Merchant of Venice,0,9,0,Drama,Movision
The Good Thief,0,4,0,Crime,Fox Searchlight Pictures
Supercross,1,8,0,Action,Tag Entertainment
Miss Potter,1,12,1,Drama,BBC Films
DOA: Dead or Alive,1,9,1,Adventure,Impact Pictures
The Assassination of Jesse James by the Coward Robert Ford,1,9,1,Action,Plan B Entertainment
1911,1,7,1,Adventure,Variance Films
Little Nicholas,0,9,0,Comedy,Fidélité Productions
Wild Card,0,1,1,Thriller,Current Entertainment
Machine Gun Preacher,1,9,1,Action,Mpower Pictures
Animals United,0,10,0,Animation,Constantin Film Produktion
Goodbye Bafana,0,2,1,History,Film Afrika
United Passions,0,6,1,Drama,Thelma Films
Grace of Monaco,0,5,1,Romance,Gaumont
Savva. Heart of the Warrior,0,11,1,Fantasy,Art Pictures Studio
Ripley's Game,0,9,1,Crime,Mr. Mudd Production
Sausage Party,2,7,1,Adventure,Columbia Pictures
Pitch Perfect 2,3,5,1,Comedy,Universal Pictures
Walk the Line,3,9,1,Drama,Tree Line Films
Keeping the Faith,1,4,1,Comedy,Spyglass Entertainment
The Borrowers,0,12,1,Adventure,Working Title Films
Frost/Nixon,0,10,0,Drama,Imagine Entertainment
Confessions of a Dangerous Mind,1,12,1,Comedy,Miramax Films
Serving Sara,1,8,1,Comedy,Paramount Pictures
The Boss,1,4,1,Comedy,Universal Pictures
Cry Freedom,0,11,0,Drama,Universal Pictures
Mumford,0,9,0,Comedy,Touchstone Pictures
Seed of Chucky,1,11,1,Drama,Rogue Pictures
The Jacket,1,3,1,Drama,Section Eight
Aladdin,9,11,1,Animation,Walt Disney Pictures
Straight Outta Compton,3,8,1,Drama,New Line Cinema
Indiana Jones and the Temple of Doom,8,5,2,Adventure,Lucasfilm
The Rugrats Movie,2,11,1,Animation,Nickelodeon Movies
Along Came a Spider,2,4,2,Crime,Paramount Pictures
Florence Foster Jenkins,1,5,1,Comedy,BBC Films
Once Upon a Time in Mexico,2,9,1,Action,Columbia Pictures Corporation
Die Hard,3,7,2,Action,Twentieth Century Fox Film Corporation
Role Models,2,2,1,Comedy,Universal Pictures
The Big Short,2,12,1,Comedy,Paramount Pictures
Taking Woodstock,0,9,0,Music,Focus Features
Miracle,1,2,1,Drama,Walt Disney
Dawn of the Dead,2,3,1,Fantasy,New Amsterdam Entertainment
The Wedding Planner,2,1,1,Comedy,Columbia Pictures Corporation
Space Pirate Captain Harlock,1,9,1,Animation,Toei Animation Company
The Royal Tenenbaums,1,10,1,Comedy,Touchstone Pictures
Identity,2,4,1,Mystery,Konrad Pictures
Last Vegas,2,10,1,Comedy,Laurence Mark Productions
For Your Eyes Only,6,6,2,Adventure,United Artists
Serendipity,2,10,1,Comedy,Miramax Films
Timecop,2,9,1,Thriller,Universal Pictures
Zoolander,1,9,1,Comedy,Paramount Pictures
Safe Haven,2,2,1,Romance,Temple Hill Productions
Hocus Pocus,1,7,1,Comedy,Walt Disney Pictures
No Reservations,2,7,1,Comedy,Village Roadshow Pictures
Kick-Ass,2,3,1,Action,Lionsgate
30 Minutes or Less,1,8,1,Action,Columbia Pictures
Dracula 2000,1,12,1,Thriller,Neo Art & Logic
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2,10,1,Family,Walt Disney Pictures
Pride & Prejudice,2,9,1,Drama,Universal Pictures
Blade Runner,1,6,2,Science Fiction,Shaw Brothers
Rob Roy,1,4,1,Adventure,United Artists
3 Days to Kill,1,2,1,Action,Wonderland Sound and Vision
We Own the Night,1,5,1,Drama,Columbia Pictures
Lost Souls,0,10,0,Horror,New Line Cinema
Winged Migration,1,12,1,Documentary,Bac Films
Just My Luck,1,5,1,Comedy,Regency Enterprises
"Mystery, Alaska",1,10,1,Drama,Hollywood Pictures
The Spy Next Door,1,1,1,Action,Robert Simonds Productions
A Simple Wish,1,7,1,Adventure,Universal Pictures
Ghosts of Mars,1,8,1,Action,Screen Gems
Our Brand Is Crisis,1,9,1,Comedy,Participant Media
Pride and Prejudice and Zombies,1,2,1,Romance,Lionsgate
Kundun,1,12,1,Drama,Touchstone Pictures
How to Lose Friends & Alienate People,1,10,1,Comedy,UK Film Council
Kick-Ass 2,1,7,1,Action,Universal Pictures
Alatriste,1,9,1,Action,Twentieth Century Fox Film Corporation
Brick Mansions,1,4,1,Action,Canal+
Octopussy,5,6,2,Adventure,Eon Productions
Knocked Up,3,6,1,Comedy,Universal Pictures
My Sister's Keeper,2,6,1,Drama,Mark Johnson Productions
Welcome Home Roscoe Jenkins,1,2,1,Comedy,Universal Pictures
A Passage to India,1,12,1,Drama,Columbia Pictures
Notes on a Scandal,1,12,1,Drama,Fox Searchlight Pictures
Rendition,1,9,1,Drama,Anonymous Content
Star Trek VI: The Undiscovered Country,2,12,1,Science Fiction,Paramount Pictures
Divine Secrets of the Ya-Ya Sisterhood,0,6,1,Comedy,All Girl Productions
Kiss the Girls,1,10,1,Drama,Paramount Pictures
The Blues Brothers,4,6,2,Music,Universal Pictures
Joyful Noise,0,1,0,Comedy,Alcon Entertainment
About a Boy,2,4,1,Drama,Universal Pictures
Lake Placid,1,7,1,Horror,Fox 2000 Pictures
Lucky Number Slevin,1,2,1,Drama,The Weinstein Company
The Right Stuff,1,10,2,Drama,Warner Bros.
Anonymous,1,10,1,Drama,Columbia Pictures
The NeverEnding Story,1,4,2,Drama,Producers Sales Organization
Dark City,1,2,1,Mystery,New Line Cinema
The Duchess,0,9,0,Drama,BIM Distribuzione
Return to Oz,1,6,2,Adventure,Silver Screen Partners II
The Newton Boys,2,3,1,Crime,Twentieth Century Fox Film Corporation
Case 39,1,8,1,Horror,Paramount Vantage
Suspect Zero,1,8,1,Crime,Paramount Pictures
Martian Child,0,11,0,Drama,New Line Cinema
Spy Kids: All the Time in the World,1,8,1,Family,Dimension Films
Money Monster,1,5,1,Thriller,TriStar Pictures
The 51st State,1,12,1,Thriller,Film Council
Flawless,1,11,0,Comedy,Metro-Goldwyn-Mayer (MGM)
Mindhunters,1,5,1,Mystery,Avenue Pictures Productions
What Just Happened,1,10,1,Comedy,2929 Productions
The Statement,0,12,0,Drama,Sony Pictures Classics
The Magic Flute,0,9,0,Comedy,Walt deFaria
Paul Blart: Mall Cop,3,1,1,Action,Columbia Pictures
Freaky Friday,2,8,1,Comedy,Walt Disney Pictures
The 40 Year Old Virgin,2,8,1,Comedy,Universal Pictures
Shakespeare in Love,5,12,1,Romance,Miramax Films
A Walk Among the Tombstones,1,9,1,Crime,Double Feature Films
Kindergarten Cop,4,12,1,Comedy,Imagine Entertainment
Pineapple Express,2,8,1,Action,Columbia Pictures
Ever After: A Cinderella Story,1,7,1,Drama,Twentieth Century Fox Film Corporation
Open Range,1,8,1,Western,Tig Productions
Flatliners,2,8,1,Drama,Columbia Pictures Corporation
A Bridge Too Far,3,6,2,Drama,United Artists
Red Eye,1,8,1,Horror,DreamWorks SKG
Final Destination 2,2,1,1,Horror,New Line Cinema
"O Brother, Where Art Thou?",2,8,1,Action,Universal Pictures
Legion,1,1,1,Horror,Bold Films
Pain & Gain,1,4,1,Thriller,Paramount Pictures
In Good Company,0,12,0,Comedy,Depth of Field
Clockstoppers,1,3,1,Adventure,Paramount Pictures
Silverado,0,7,2,Action,Columbia Pictures
Brothers,1,1,1,Drama,Lionsgate
Agent Cody Banks 2: Destination London,1,12,1,Comedy,Splendid Pictures
New Year's Eve,2,12,2,Comedy,New Line Cinema
Original Sin,1,8,2,Drama,Metro-Goldwyn-Mayer (MGM)
The Raven,1,3,1,Crime,Relativity Media
Welcome to Mooseport,1,2,1,Comedy,Twentieth Century Fox Film Corporation
Highlander: The Final Dimension,1,11,1,Action,Trans-Film
Blood and Wine,0,10,1,Crime,Fox Searchlight Pictures
Snow White: A Tale of Terror,0,7,1,Fantasy,Interscope Communications
The Curse of the Jade Scorpion,0,8,0,Comedy,DreamWorks SKG
Accidental Love,0,2,1,Romance,K. JAM Media
Flipper,1,5,1,Adventure,Universal Pictures
Self/less,1,7,1,Science Fiction,Endgame Entertainment
The Constant Gardener,2,8,1,Drama,Studio Babelsberg
The Passion of the Christ,8,2,1,Drama,Icon Productions
Mrs. Doubtfire,8,11,1,Comedy,Twentieth Century Fox Film Corporation
Rain Man,9,12,2,Drama,United Artists
Gran Torino,4,12,1,Drama,Village Roadshow Pictures
W.,1,10,1,Drama,Ixtlan Productions
Taken,3,2,1,Action,Twentieth Century Fox Film Corporation
The Best of Me,1,10,1,Drama,Relativity Media
The Bodyguard,8,11,1,Thriller,Tig Productions
Schindler's List,6,11,1,Drama,Universal Pictures
The Help,2,8,1,Drama,DreamWorks SKG
The Fifth Estate,1,10,1,Drama,DreamWorks SKG
Scooby-Doo 2: Monsters Unleashed,3,3,0,Mystery,Mosaic Media Group
Forbidden Kingdom,0,1,1,Thriller,Universal Pictures
Freddy vs. Jason,2,8,1,Horror,New Line Cinema
The Face of an Angel,0,9,0,Thriller,Revolution Films
Jimmy Neutron: Boy Genius,2,12,1,Action,Nickelodeon Movies
Cloverfield,2,1,1,Action,Paramount Pictures
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2,3,1,Science Fiction,New Line Cinema
The Untouchables,2,6,2,Crime,Paramount Pictures
