company,release,prod_budget,revenue,genre,title
Twentieth Century Fox Film Corporation,7,1,0,Comedy,Like Mike
Paramount Pictures,3,1,1,Comedy,The Naked Gun 33⅓: The Final Insult
Other,5,1,2,Adventure,A View to a Kill
Other,9,1,1,Adventure,The Curse of the Were-Rabbit
Other,11,1,1,Drama,P.S. I Love You
Other,1,1,1,Comedy,Racing Stripes
Universal Pictures,8,1,1,Drama,Atonement
Summit Entertainment,5,1,0,Comedy,Letters to Juliet
Paramount Pictures,9,1,1,Action,Black Rain
Other,4,1,1,Comedy,The Three Stooges
Other,9,1,1,Romance,Corpse Bride
Walt Disney Pictures,1,0,1,Drama,Glory Road
Lionsgate,9,1,1,Action,Sicario
Other,6,1,1,Action,Southpaw
Universal Pictures,3,1,1,Horror,Drag Me to Hell
Other,4,1,1,Fantasy,The Age of Adaline
New Line Cinema,9,0,0,Comedy,Secondhand Lions
Summit Entertainment,8,1,1,Drama,Step Up 3D
Other,8,1,1,Adventure,Blue Crush
Other,9,1,1,Comedy,Stranger Than Fiction
Columbia Pictures,10,1,1,Horror,30 Days of Night
Lionsgate,4,1,1,Horror,The Cabin in the Woods
Regency Enterprises,1,1,1,Comedy,Meet the Spartans
Universal Pictures,7,1,1,Adventure,Midnight Run
Other,11,1,1,Action,The Running Man
Other,12,1,1,Horror,Little Shop of Horrors
Other,4,1,1,Action,Hanna
New Line Cinema,11,1,1,Action,Mortal Kombat: Annihilation
Universal Pictures,6,1,1,Comedy,Larry Crowne
Other,10,1,1,Drama,Carrie
New Line Cinema,3,1,1,Music,Take the Lead
Columbia Pictures,9,1,1,Action,Gridiron Gang
Metro-Goldwyn-Mayer (MGM),5,1,0,Action,What's the Worst That Could Happen?
Other,8,1,1,Action,9
Other,2,1,1,Thriller,Side Effects
Paramount Pictures,3,0,0,Comedy,The Prince & Me
Walt Disney Pictures,4,1,1,Animation,Winnie the Pooh
New Line Cinema,6,1,1,Comedy,Dumb and Dumberer: When Harry Met Lloyd
Twentieth Century Fox Film Corporation,5,1,1,Comedy,Bulworth
Other,8,0,1,Drama,Get on Up
Universal Pictures,9,0,0,Drama,One True Thing
Paramount Pictures,8,1,1,Action,Virtuosity
Regency Enterprises,6,0,1,Fantasy,My Super Ex-Girlfriend
Other,7,1,0,Thriller,Deliver Us from Evil
Universal Pictures,2,1,1,Action,Sanctum
Other,8,1,1,Comedy,Little Black Book
Universal Pictures,4,1,1,Comedy,The Five-Year Engagement
Touchstone Pictures,6,1,1,Comedy,Mr. 3000
Lionsgate,11,1,1,Romance,The Next Three Days
Other,3,1,1,Science Fiction,Ultraviolet
Other,1,1,1,Thriller,Assault on Precinct 13
Columbia Pictures,2,1,1,Action,The Replacement Killers
Metro-Goldwyn-Mayer (MGM),7,1,1,Action,Fled
Village Roadshow Pictures,7,0,0,Action,Eight Legged Freaks
Other,11,1,1,Drama,Love & Other Drugs
TriStar Pictures,2,1,1,Crime,88 Minutes
Warner Bros.,2,1,1,Drama,North Country
Other,4,1,1,Comedy,The Whole Ten Yards
Other,10,1,0,Horror,Splice
Other,8,1,1,Comedy,Howard the Duck
New Line Cinema,9,1,1,Thriller,Pride and Glory
Other,8,1,1,Action,The Cave
Other,6,1,1,Comedy,Alex & Emma
Other,9,1,1,Drama,Wicker Park
Touchstone Pictures,8,1,1,Horror,Fright Night
New Line Cinema,12,1,1,Drama,The New World
Other,3,1,0,Action,Wing Commander
DreamWorks SKG,1,0,0,Drama,In Dreams
Other,4,1,0,Action,Dragonball Evolution
Other,1,1,0,Action,The Last Stand
Lions Gate Films,4,1,1,Drama,Godsend
Other,1,1,1,Comedy,Chasing Liberty
Other,4,1,1,Comedy,Hoodwinked Too! Hood VS. Evil
Miramax Films,9,1,1,Drama,An Unfinished Life
Other,10,1,1,Adventure,The Imaginarium of Doctor Parnassus
Other,10,1,1,Comedy,Barney's Version
Other,9,1,1,Crime,Runner Runner
Other,1,1,1,Action,Antitrust
TriStar Pictures,12,1,1,War,Glory
Warner Bros.,2,1,0,Drama,Once Upon a Time in America
Other,3,0,1,Thriller,Dead Man Down
Other,9,0,0,Drama,The Merchant of Venice
Fox Searchlight Pictures,4,0,0,Crime,The Good Thief
Other,8,0,1,Action,Supercross
Other,12,1,1,Drama,Miss Potter
Other,9,1,1,Adventure,DOA: Dead or Alive
Other,9,1,1,Action,The Assassination of Jesse James by the Coward Robert Ford
Other,7,1,1,Adventure,1911
Other,9,0,0,Comedy,Little Nicholas
Other,1,1,0,Thriller,Wild Card
Other,9,1,1,Action,Machine Gun Preacher
Other,10,0,0,Animation,Animals United
Other,2,1,0,History,Goodbye Bafana
Other,6,1,0,Drama,United Passions
Other,5,1,0,Romance,Grace of Monaco
Other,11,1,0,Fantasy,Savva. Heart of the Warrior
Other,9,1,0,Crime,Ripley's Game
Columbia Pictures,7,1,1,Adventure,Sausage Party
Universal Pictures,5,1,2,Comedy,Pitch Perfect 2
Other,9,1,1,Drama,Walk the Line
Other,4,1,1,Comedy,Keeping the Faith
Other,12,1,0,Adventure,The Borrowers
Other,10,0,0,Drama,Frost/Nixon
Miramax Films,12,1,1,Comedy,Confessions of a Dangerous Mind
Paramount Pictures,8,1,1,Comedy,Serving Sara
Universal Pictures,4,1,1,Comedy,The Boss
Universal Pictures,11,0,0,Drama,Cry Freedom
Touchstone Pictures,9,0,0,Comedy,Mumford
Other,11,1,1,Drama,Seed of Chucky
Other,3,1,1,Drama,The Jacket
Walt Disney Pictures,11,1,4,Animation,Aladdin
New Line Cinema,8,1,1,Drama,Straight Outta Compton
Other,5,1,4,Adventure,Indiana Jones and the Temple of Doom
Other,11,1,1,Animation,The Rugrats Movie
Paramount Pictures,4,1,1,Crime,Along Came a Spider
Other,5,1,1,Comedy,Florence Foster Jenkins
Columbia Pictures,9,1,1,Action,Once Upon a Time in Mexico
Twentieth Century Fox Film Corporation,7,1,2,Action,Die Hard
Universal Pictures,2,1,1,Comedy,Role Models
Paramount Pictures,12,1,1,Comedy,The Big Short
Other,9,0,0,Music,Taking Woodstock
Other,2,1,1,Drama,Miracle
Other,3,1,1,Fantasy,Dawn of the Dead
Columbia Pictures,1,1,1,Comedy,The Wedding Planner
Other,9,1,1,Animation,Space Pirate Captain Harlock
Touchstone Pictures,10,1,1,Comedy,The Royal Tenenbaums
Other,4,1,1,Mystery,Identity
Other,10,1,1,Comedy,Last Vegas
United Artists,6,1,3,Adventure,For Your Eyes Only
Miramax Films,10,1,1,Comedy,Serendipity
Universal Pictures,9,1,1,Thriller,Timecop
Paramount Pictures,9,1,1,Comedy,Zoolander
Other,2,1,1,Romance,Safe Haven
Walt Disney Pictures,7,1,1,Comedy,Hocus Pocus
Village Roadshow Pictures,7,1,1,Comedy,No Reservations
Lionsgate,3,1,1,Action,Kick-Ass
Columbia Pictures,8,1,1,Action,30 Minutes or Less
Other,12,1,1,Thriller,Dracula 2000
Walt Disney Pictures,10,1,1,Family,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
Universal Pictures,9,1,1,Drama,Pride & Prejudice
Other,6,1,1,Science Fiction,Blade Runner
United Artists,4,1,1,Adventure,Rob Roy
Other,2,1,1,Action,3 Days to Kill
Columbia Pictures,5,1,1,Drama,We Own the Night
New Line Cinema,10,0,0,Horror,Lost Souls
Other,12,1,1,Documentary,Winged Migration
Regency Enterprises,5,1,1,Comedy,Just My Luck
Other,10,1,1,Drama,"Mystery, Alaska"
Other,1,1,1,Action,The Spy Next Door
Universal Pictures,7,1,1,Adventure,A Simple Wish
Other,8,1,1,Action,Ghosts of Mars
Other,9,1,1,Comedy,Our Brand Is Crisis
Lionsgate,2,1,1,Romance,Pride and Prejudice and Zombies
Touchstone Pictures,12,1,1,Drama,Kundun
Other,10,1,1,Comedy,How to Lose Friends & Alienate People
Universal Pictures,7,1,1,Action,Kick-Ass 2
Twentieth Century Fox Film Corporation,9,1,1,Action,Alatriste
Other,4,1,1,Action,Brick Mansions
Other,6,1,2,Adventure,Octopussy
Universal Pictures,6,1,2,Comedy,Knocked Up
Other,6,1,1,Drama,My Sister's Keeper
Universal Pictures,2,1,1,Comedy,Welcome Home Roscoe Jenkins
Columbia Pictures,12,1,1,Drama,A Passage to India
Fox Searchlight Pictures,12,1,1,Drama,Notes on a Scandal
Other,9,1,1,Drama,Rendition
Paramount Pictures,12,1,1,Science Fiction,Star Trek VI: The Undiscovered Country
Other,6,1,0,Comedy,Divine Secrets of the Ya-Ya Sisterhood
Paramount Pictures,10,1,1,Drama,Kiss the Girls
Universal Pictures,6,1,2,Music,The Blues Brothers
Other,1,0,0,Comedy,Joyful Noise
Universal Pictures,4,1,1,Drama,About a Boy
Other,7,1,1,Horror,Lake Placid
The Weinstein Company,2,1,1,Drama,Lucky Number Slevin
Warner Bros.,10,1,1,Drama,The Right Stuff
Columbia Pictures,10,1,1,Drama,Anonymous
Other,4,1,1,Drama,The NeverEnding Story
New Line Cinema,2,1,1,Mystery,Dark City
Other,9,0,0,Drama,The Duchess
Other,6,1,1,Adventure,Return to Oz
Twentieth Century Fox Film Corporation,3,1,1,Crime,The Newton Boys
Other,8,1,1,Horror,Case 39
Paramount Pictures,8,1,1,Crime,Suspect Zero
New Line Cinema,11,0,0,Drama,Martian Child
Other,8,1,1,Family,Spy Kids: All the Time in the World
TriStar Pictures,5,1,1,Thriller,Money Monster
Other,12,1,1,Thriller,The 51st State
Metro-Goldwyn-Mayer (MGM),11,0,1,Comedy,Flawless
Other,5,1,1,Mystery,Mindhunters
Other,10,1,1,Comedy,What Just Happened
Other,12,0,0,Drama,The Statement
Other,9,0,0,Comedy,The Magic Flute
Columbia Pictures,1,1,1,Action,Paul Blart: Mall Cop
Walt Disney Pictures,8,1,1,Comedy,Freaky Friday
Universal Pictures,8,1,1,Comedy,The 40 Year Old Virgin
Miramax Films,12,1,2,Romance,Shakespeare in Love
Other,9,1,1,Crime,A Walk Among the Tombstones
Other,12,1,2,Comedy,Kindergarten Cop
Columbia Pictures,8,1,1,Action,Pineapple Express
Twentieth Century Fox Film Corporation,7,1,1,Drama,Ever After: A Cinderella Story
Other,8,1,1,Western,Open Range
Columbia Pictures,8,1,1,Drama,Flatliners
United Artists,6,1,1,Drama,A Bridge Too Far
DreamWorks SKG,8,1,1,Horror,Red Eye
New Line Cinema,1,1,1,Horror,Final Destination 2
Universal Pictures,8,1,1,Action,"O Brother, Where Art Thou?"
Other,1,1,1,Horror,Legion
Paramount Pictures,4,1,1,Thriller,Pain & Gain
Other,12,0,0,Comedy,In Good Company
Paramount Pictures,3,1,1,Adventure,Clockstoppers
Columbia Pictures,7,1,0,Action,Silverado
Lionsgate,1,1,1,Drama,Brothers
Other,12,1,1,Comedy,Agent Cody Banks 2: Destination London
New Line Cinema,12,1,1,Comedy,New Year's Eve
Metro-Goldwyn-Mayer (MGM),8,1,1,Drama,Original Sin
Other,3,1,1,Crime,The Raven
Twentieth Century Fox Film Corporation,2,1,1,Comedy,Welcome to Mooseport
Other,11,1,1,Action,Highlander: The Final Dimension
Fox Searchlight Pictures,10,1,0,Crime,Blood and Wine
Other,7,1,0,Fantasy,Snow White: A Tale of Terror
DreamWorks SKG,8,0,0,Comedy,The Curse of the Jade Scorpion
Other,2,1,0,Romance,Accidental Love
Universal Pictures,5,1,1,Adventure,Flipper
Other,7,1,1,Science Fiction,Self/less
Other,8,1,1,Drama,The Constant Gardener
Other,2,1,4,Drama,The Passion of the Christ
Twentieth Century Fox Film Corporation,11,1,3,Comedy,Mrs. Doubtfire
United Artists,12,1,4,Drama,Rain Man
Village Roadshow Pictures,12,1,2,Drama,Gran Torino
Other,10,1,1,Drama,W.
Twentieth Century Fox Film Corporation,2,1,2,Action,Taken
Other,10,1,1,Drama,The Best of Me
Other,11,1,3,Thriller,The Bodyguard
Universal Pictures,11,1,3,Drama,Schindler's List
DreamWorks SKG,8,1,1,Drama,The Help
DreamWorks SKG,10,1,1,Drama,The Fifth Estate
Other,3,0,1,Mystery,Scooby-Doo 2: Monsters Unleashed
Universal Pictures,1,1,0,Thriller,Forbidden Kingdom
New Line Cinema,8,1,1,Horror,Freddy vs. Jason
Other,9,0,0,Thriller,The Face of an Angel
Other,12,1,1,Action,Jimmy Neutron: Boy Genius
Paramount Pictures,1,1,1,Action,Cloverfield
New Line Cinema,3,1,1,Science Fiction,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
Paramount Pictures,6,1,1,Crime,The Untouchables
Miramax Films,11,1,1,Crime,No Country for Old Men
Universal Pictures,1,1,1,Action,Ride Along
Miramax Films,4,1,2,Comedy,Bridget Jones's Diary
Miramax Films,12,1,1,Comedy,Chocolat
Other,7,1,1,Comedy,"Legally Blonde 2: Red, White & Blonde"
Twentieth Century Fox Film Corporation,12,1,1,Comedy,Parental Guidance
Other,1,1,1,Comedy,No Strings Attached
Other,12,1,1,Action,Tombstone
Other,3,1,1,Action,Romeo Must Die
Twentieth Century Fox Film Corporation,6,1,2,Horror,The Omen
New Line Cinema,2,1,1,Horror,Final Destination 3
Village Roadshow Pictures,4,1,1,Drama,The Lucky One
Other,2,1,1,Adventure,Bridge to Terabithia
Miramax Films,10,1,1,Drama,Finding Neverland
Other,12,0,0,Comedy,A Madea Christmas
Other,1,1,1,Action,The Grey
Twentieth Century Fox Film Corporation,1,1,1,Horror,Hide and Seek
Other,7,1,1,Comedy,Anchorman: The Legend of Ron Burgundy
Other,9,1,1,Drama,GoodFellas
Other,3,1,1,Action,Agent Cody Banks
Universal Pictures,10,1,1,Fantasy,Nanny McPhee
Universal Pictures,12,1,1,Action,Scarface
Touchstone Pictures,7,1,0,Action,Nothing to Lose
Columbia Pictures,10,1,1,Drama,The Last Emperor
Universal Pictures,1,1,1,Thriller,Contraband
New Line Cinema,8,0,0,Action,Money Talks
Miramax Films,12,1,1,Drama,There Will Be Blood
Paramount Pictures,12,1,0,Animation,The Wild Thornberrys Movie
Other,6,0,0,Animation,Rugrats Go Wild
Universal Pictures,5,1,1,Action,Undercover Brother
Other,6,1,1,Drama,The Sisterhood of the Traveling Pants
Twentieth Century Fox Film Corporation,7,1,1,Action,Kiss of the Dragon
Columbia Pictures,8,1,1,Romance,The House Bunny
Metro-Goldwyn-Mayer (MGM),6,1,1,Comedy,Beauty Shop
Walt Disney Pictures,5,1,1,Drama,Million Dollar Arm
The Weinstein Company,8,1,1,Drama,The Giver
Other,3,0,0,Comedy,What a Girl Wants
United Artists,8,1,1,Horror,Jeepers Creepers 2
Lionsgate,9,1,1,Comedy,Good Luck Chuck
Other,2,1,1,Action,Cradle 2 the Grave
Paramount Pictures,12,1,1,Drama,The Hours
DreamWorks SKG,3,1,1,Comedy,She's the Man
Other,3,1,2,Family,Mr. Bean's Holiday
Other,8,1,1,Adventure,Anacondas: The Hunt for the Blood Orchid
Other,8,1,1,Thriller,Blood Ties
Warner Bros.,11,1,1,Drama,August Rush
Other,9,1,1,Drama,Elizabeth
Universal Pictures,10,1,1,Horror,Bride of Chucky
Twentieth Century Fox Film Corporation,1,2,1,History,Tora! Tora! Tora!
Columbia Pictures,12,1,1,Adventure,Spice World
Twentieth Century Fox Film Corporation,12,1,1,Comedy,The Sitter
Paramount Pictures,5,0,0,Action,Dance Flick
Other,9,1,1,Drama,The Shawshank Redemption
Other,4,1,1,Adventure,Crocodile Dundee in Los Angeles
Other,7,1,1,Comedy,Kingpin
Paramount Pictures,12,1,1,Thriller,The Gambler
Other,12,1,1,Comedy,August: Osage County
Walt Disney Pictures,3,1,1,Drama,Ice Princess
Other,4,1,1,Comedy,A Lot Like Love
Other,2,1,1,Comedy,Eddie the Eagle
Other,5,1,1,Drama,He Got Game
New Line Cinema,10,1,1,Romance,Don Juan DeMarco
Other,2,1,1,Drama,Dear John
Other,4,1,1,Action,The Losers
Miramax Films,11,1,1,Fantasy,Don't Be Afraid of the Dark
Other,8,1,1,Action,War
Columbia Pictures,10,1,1,Comedy,Punch-Drunk Love
DreamWorks SKG,2,1,1,Comedy,EuroTrip
Other,11,1,0,Crime,Half Past Dead
United Artists,4,0,0,Drama,"Bright Lights, Big City"
New Line Cinema,7,0,0,Animation,The Adventures of Pinocchio
Walt Disney Pictures,9,1,1,Drama,The Greatest Game Ever Played
Other,9,1,1,Thriller,The Box
Other,4,1,0,Drama,The Ruins
Paramount Pictures,3,1,1,Comedy,The Next Best Thing
Other,10,1,1,Drama,My Soul to Take
Regency Enterprises,4,1,1,Comedy,The Girl Next Door
Columbia Pictures,9,1,1,Action,Maximum Risk
Columbia Pictures,9,0,0,Action,Stealing Harvard
Other,9,1,1,Crime,Legend
Paramount Pictures,8,0,1,Action,Hot Rod
Other,9,1,1,Horror,Shark Night
Paramount Pictures,12,1,1,Drama,Angela's Ashes
Summit Entertainment,4,1,1,Drama,Draft Day
TriStar Pictures,6,1,0,Fantasy,Lifeforce
Other,9,1,1,Crime,The Conspirator
Columbia Pictures,6,1,1,Drama,Lords of Dogtown
Other,8,1,1,Drama,The 33
Twentieth Century Fox Film Corporation,5,1,1,Action,Big Trouble in Little China
Other,10,0,0,Comedy,Fly Me to the Moon
Other,9,1,1,Action,Warrior
Other,10,1,1,Drama,Michael Collins
Other,10,0,1,War,Gettysburg
Paramount Pictures,3,1,1,Drama,Stop-Loss
Paramount Pictures,10,1,1,Drama,Abandon
Twentieth Century Fox Film Corporation,8,1,1,Drama,Brokedown Palace
Other,8,1,1,Horror,The Possession
TriStar Pictures,4,1,1,Comedy,Mrs. Winterbourne
Other,9,1,1,Drama,Straw Dogs
Miramax Films,10,1,1,Comedy,The Hoax
Other,5,0,0,Action,Stone Cold
Other,11,1,1,Adventure,The Road
Columbia Pictures,8,1,1,Action,Sheena
Miramax Films,9,0,0,Action,Underclassman
Twentieth Century Fox Film Corporation,3,1,0,Comedy,Say It Isn't So
Other,10,1,0,Drama,The World's Fastest Indian
Other,3,1,1,Action,Tank Girl
Other,5,1,1,Drama,Blindness
Other,10,1,1,Action,BloodRayne
Other,9,1,1,Comedy,Carnage
Other,10,1,0,Drama,Where the Truth Lies
Other,11,0,1,Fantasy,Cirque du Soleil: Worlds Away
Other,9,1,1,Drama,Without Limits
Other,11,1,1,Comedy,Me and Orson Welles
Other,1,1,1,Drama,The Best Offer
Other,9,1,1,Drama,The Bad Lieutenant: Port of Call - New Orleans
Other,8,0,0,Animation,A Turtle's Tale: Sammy's Adventures
Other,10,1,1,Comedy,Little White Lies
Other,6,0,0,Drama,Love Ranch
Other,4,0,0,Family,The True Story of Puss 'n Boots
Other,3,1,1,Family,Space Dogs
Other,10,1,1,Thriller,The Counselor
Other,3,1,0,Romance,Ironclad
Paramount Pictures,10,2,1,History,Waterloo
Other,10,1,0,Crime,Kung Fu Jungle
Other,3,1,0,Action,Red Sky
Other,12,1,1,Drama,Dangerous Liaisons
Other,5,1,1,Adventure,On the Road
Paramount Pictures,11,1,2,Science Fiction,Star Trek IV: The Voyage Home
Columbia Pictures,12,1,1,Drama,Rocky Balboa
Miramax Films,12,1,2,Horror,Scream 2
Other,1,1,1,Action,Jane Got a Gun
Other,6,1,1,Comedy,Think Like a Man Too
Other,2,1,1,Comedy,The Whole Nine Yards
Paramount Pictures,2,1,1,Drama,Footloose
DreamWorks SKG,2,1,1,Comedy,Old School
TriStar Pictures,9,1,1,Comedy,The Fisher King
Columbia Pictures,11,1,1,Horror,I Still Know What You Did Last Summer
Metro-Goldwyn-Mayer (MGM),4,1,1,Romance,Return to Me
Other,9,1,1,Comedy,Zack and Miri Make a Porno
Other,9,1,0,Comedy,Nurse Betty
Other,10,1,1,Comedy,The Men Who Stare at Goats
Touchstone Pictures,1,0,0,Adventure,Double Take
Columbia Pictures,12,1,0,Drama,"Girl, Interrupted"
DreamWorks SKG,1,1,1,Comedy,Win a Date with Tad Hamilton!
Columbia Pictures,7,1,1,Fantasy,Muppets from Space
Universal Pictures,10,1,1,Adventure,The Wiz
Other,4,1,1,Action,Ready to Rumble
Touchstone Pictures,12,1,1,Comedy,Play It to the Bone
The Weinstein Company,9,1,1,Romance,I Don't Know How She Does It
The Weinstein Company,8,1,1,Comedy,Piranha 3D
Lionsgate,12,1,0,Drama,Beyond the Sea
Walt Disney Pictures,3,1,1,Animation,Meet the Deedles
Miramax Films,9,1,1,Adventure,The Thief and the Cobbler
Other,11,1,1,Crime,Faster
Other,11,1,2,Fantasy,Howl's Moving Castle
Columbia Pictures,10,1,1,Comedy,Zombieland
Touchstone Pictures,11,1,2,Comedy,The Waterboy
Other,5,1,5,Adventure,The Empire Strikes Back
Columbia Pictures,4,1,1,Action,Bad Boys
Paramount Pictures,6,1,1,Comedy,The Naked Gun 2½: The Smell of Fear
New Line Cinema,3,1,1,Horror,Final Destination
Other,9,1,1,Drama,The Ides of March
Other,2,1,1,Thriller,Pitch Black
Other,3,1,0,Comedy,Someone Like You...
Warner Bros.,12,1,1,Romance,Her
Regency Enterprises,10,1,1,Mystery,Joy Ride
Other,12,1,1,Fantasy,The Adventurer: The Curse of the Midas Box
Twentieth Century Fox Film Corporation,11,1,1,Drama,Anywhere But Here
Touchstone Pictures,8,0,0,Action,The Crew
Other,11,1,1,Action,Haywire
Universal Pictures,7,1,1,Adventure,Jaws: The Revenge
Miramax Films,12,0,0,Drama,Marvin's Room
Other,8,0,0,Drama,The Longshots
Columbia Pictures,12,1,1,Drama,The End of the Affair
Metro-Goldwyn-Mayer (MGM),8,1,1,Action,Harley Davidson and the Marlboro Man
Summit Entertainment,8,1,1,History,In the Valley of Elah
Other,4,0,0,Drama,Coco Before Chanel
Other,9,1,0,Western,Forsaken
Other,2,1,1,Drama,Cheri
Other,9,1,1,Drama,Vanity Fair
Other,12,1,1,Drama,Bodyguards and Assassins
The Weinstein Company,7,1,1,Horror,1408
Other,6,1,1,Comedy,Spaceballs
Other,12,1,1,War,The Water Diviner
Paramount Pictures,7,1,4,Fantasy,Ghost
Twentieth Century Fox Film Corporation,7,1,3,Romance,There's Something About Mary
Walt Disney Pictures,11,1,2,Fantasy,The Santa Clause
Walt Disney Pictures,3,1,1,Drama,The Rookie
Walt Disney Pictures,9,1,1,Comedy,The Game Plan
Other,5,1,2,Drama,The Bridges of Madison County
Other,6,1,1,Action,The Animal
Columbia Pictures,11,1,1,Drama,Gandhi
Other,8,1,1,Drama,The Hundred-Foot Journey
Columbia Pictures,7,1,1,Crime,The Net
New Line Cinema,12,1,1,Drama,I Am Sam
Other,2,1,1,Drama,Son of God
Other,9,1,1,Fantasy,Underworld
Miramax Films,11,1,1,Drama,Derailed
Other,9,1,1,Drama,The Informant!
Other,12,1,0,Drama,Shadowlands
Columbia Pictures,8,1,1,Comedy,Deuce Bigalow: European Gigolo
DreamWorks SKG,10,1,1,Comedy,Delivery Man
Other,5,0,1,Thriller,Our Kind of Traitor
Village Roadshow Pictures,2,1,1,Comedy,Saving Silverman
Other,8,1,1,Comedy,Diary of a Wimpy Kid: Dog Days
Other,7,0,0,Thriller,Summer of Sam
Other,8,1,1,Comedy,Jay and Silent Bob Strike Back
Other,9,1,1,Drama,The Glass House
Universal Pictures,2,1,1,Comedy,"Hail, Caesar!"
Universal Pictures,4,1,0,Comedy,Josie and the Pussycats
Other,11,1,1,Action,Homefront
New Line Cinema,10,1,1,Family,The Little Vampire
Fox Searchlight Pictures,9,1,0,Comedy,I Heart Huckabees
Other,4,1,1,Action,RoboCop 3
Other,9,0,0,Action,Megiddo: The Omega Code 2
Paramount Pictures,1,0,0,Drama,Darling Lili
Universal Pictures,8,1,0,Comedy,Dudley Do-Right
Other,9,1,1,Thriller,The Transporter Refueled
Other,9,0,0,Drama,The Libertine
Other,9,1,1,Drama,Black Book
Other,11,1,1,Romance,Joyeux Noël
Other,8,1,1,Action,Hit & Run
Other,1,0,0,Action,Mad Money
Other,9,1,1,Mystery,Before I Go to Sleep
Paramount Pictures,6,1,1,Action,Sorcerer
Other,10,1,1,Drama,Stone
Other,12,1,1,Thriller,Out of the Furnace
Other,9,1,1,Drama,Michael Clayton
Warner Bros.,12,0,0,Comedy,My Fellow Americans
Other,3,1,0,Drama,Arlington Road
Other,7,1,1,Animation,Underdogs
Other,4,1,1,Romance,To Rome with Love
Other,6,1,1,Science Fiction,Firefox
Paramount Pictures,6,1,0,Animation,"South Park: Bigger, Longer & Uncut"
Other,2,1,1,Comedy,Death at a Funeral
New Line Cinema,3,1,1,Action,Teenage Mutant Ninja Turtles III
Paramount Pictures,9,1,1,Comedy,Hardball
The Weinstein Company,9,1,1,Drama,Silver Linings Playbook
Other,1,1,1,Crime,Freedom Writers
Lions Gate Films,11,0,1,Drama,For Colored Girls
Other,10,1,1,Action,The Transporter
